Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Tipo Agregado;Valor m2
Apartamento;Lagoa;3;4;2;380;30000.0;550.0;1700.0;Apartamento;78.94736842105263
Apartamento;Flamengo;6;1;1;372;6900.0;2900.0;998.0;Apartamento;18.548387096774192
Quitinete;Botafogo;1;0;0;25;1200.0;450.0;60.0;Apartamento;48.0
Apartamento;Jardim Botânico;3;2;1;96;3500.0;1210.0;415.0;Apartamento;36.458333333333336
Apartamento;Catete;2;1;1;65;2700.0;862.0;110.0;Apartamento;41.53846153846154
Apartamento;Copacabana;3;1;0;90;2200.0;1352.0;130.0;Apartamento;24.444444444444443
Apartamento;Barra da Tijuca;3;1;1;90;2500.0;1450.0;1500.0;Apartamento;27.77777777777778
Apartamento;Jacarepaguá;3;1;1;118;2500.0;1426.0;215.0;Apartamento;21.1864406779661
Apartamento;Copacabana;3;1;2;390;10000.0;2150.0;7060.0;Apartamento;25.641025641025642
Apartamento;Centro;1;0;0;35;1000.0;335.0;25.0;Apartamento;28.571428571428573
Apartamento;Barra da Tijuca;2;1;1;80;2000.0;1212.0;195.0;Apartamento;25.0
Apartamento;Ipanema;4;2;3;300;13000.0;4200.0;1000.0;Apartamento;43.333333333333336
Apartamento;Barra da Tijuca;3;2;1;114;5500.0;1243.0;287.0;Apartamento;48.24561403508772
Apartamento;Barra da Tijuca;2;1;1;106;2580.0;1200.0;243.0;Apartamento;24.339622641509433
Apartamento;Barra da Tijuca;3;2;1;104;3200.0;1227.0;399.0;Apartamento;30.76923076923077
Apartamento;Tijuca;3;0;0;130;2760.0;250.0;23.0;Apartamento;21.23076923076923
Apartamento;Copacabana;3;0;0;108;2500.0;1815.0;268.0;Apartamento;23.14814814814815
Apartamento;Leme;1;0;0;45;1800.0;400.0;75.0;Apartamento;40.0
Apartamento;Ipanema;4;2;1;189;12000.0;2140.0;0.0;Apartamento;63.492063492063494
Casa;Jardim Botânico;4;3;1;263;28000.0;0.0;0.0;Casa;106.4638783269962
Apartamento;Recreio dos Bandeirantes;2;1;1;97;1700.0;1100.0;130.0;Apartamento;17.52577319587629
Apartamento;São Conrado;2;3;2;250;10000.0;3800.0;1493.0;Apartamento;40.0
Apartamento;Barra da Tijuca;2;1;1;84;2500.0;1417.0;180.0;Apartamento;29.761904761904763
Apartamento;Centro;1;0;0;46;1500.0;280.0;47.0;Apartamento;32.608695652173914
Apartamento;Copacabana;3;1;2;190;5500.0;2500.0;495.0;Apartamento;28.94736842105263
Apartamento;Tanque;2;0;0;57;850.0;643.0;0.0;Apartamento;14.912280701754385
Apartamento;Ipanema;3;1;1;140;9000.0;1600.0;860.0;Apartamento;64.28571428571429
Apartamento;Pavuna;2;0;0;50;530.0;300.0;0.0;Apartamento;10.6
Quitinete;Copacabana;1;0;0;30;2000.0;600.0;29.0;Apartamento;66.66666666666667
Casa de Vila;Cachambi;3;0;0;110;1700.0;0.0;0.0;Casa;15.454545454545455
Apartamento;Centro;1;0;0;57;1400.0;450.0;220.0;Apartamento;24.56140350877193
Apartamento;Copacabana;3;1;1;135;4000.0;1100.0;0.0;Apartamento;29.62962962962963
Apartamento;Água Santa;3;0;0;55;1000.0;715.0;0.0;Apartamento;18.181818181818183
Apartamento;Tijuca;2;1;1;80;2400.0;700.0;0.0;Apartamento;30.0
Apartamento;Copacabana;3;0;0;85;3000.0;1639.0;128.0;Apartamento;35.294117647058826
Apartamento;Copacabana;1;0;0;35;1130.0;500.0;0.0;Apartamento;32.285714285714285
Apartamento;Tijuca;2;1;1;73;2200.0;650.0;1400.0;Apartamento;30.136986301369863
Apartamento;Maracanã;2;0;0;70;1800.0;531.0;66.0;Apartamento;25.714285714285715
Apartamento;São Cristóvão;2;1;1;69;1900.0;550.0;150.0;Apartamento;27.536231884057973
Casa;Campo Grande;2;2;0;80;1200.0;0.0;0.0;Casa;15.0
Apartamento;Olaria;3;1;1;80;1000.0;678.0;30.0;Apartamento;12.5
Apartamento;Laranjeiras;1;0;0;42;1500.0;475.0;55.0;Apartamento;35.714285714285715
Apartamento;Recreio dos Bandeirantes;3;2;2;116;2900.0;500.0;250.0;Apartamento;25.0
Apartamento;Botafogo;2;1;0;81;2800.0;750.0;830.0;Apartamento;34.5679012345679
Apartamento;São Conrado;5;2;1;210;5500.0;2200.0;700.0;Apartamento;26.19047619047619
Apartamento;Pechincha;2;1;1;83;1450.0;300.0;1028.0;Apartamento;17.46987951807229
Apartamento;Copacabana;4;1;0;155;5000.0;1500.0;228.0;Apartamento;32.25806451612903
Apartamento;Recreio dos Bandeirantes;3;1;2;93;2000.0;550.0;0.0;Apartamento;21.50537634408602
Apartamento;Copacabana;2;0;0;75;3000.0;660.0;0.0;Apartamento;40.0
Apartamento;Barra da Tijuca;2;2;1;100;3000.0;1620.0;320.0;Apartamento;30.0
Apartamento;Copacabana;3;1;1;160;4500.0;1400.0;200.0;Apartamento;28.125
Apartamento;Tijuca;3;1;1;120;3500.0;700.0;0.0;Apartamento;29.166666666666668
Casa de Condomínio;Anil;3;2;1;308;3500.0;700.0;280.0;Casa;11.363636363636363
Apartamento;Humaitá;3;2;2;110;4500.0;999.0;252.0;Apartamento;40.90909090909091
Apartamento;Barra da Tijuca;1;1;1;70;2800.0;850.0;210.0;Apartamento;40.0
Apartamento;Irajá;2;1;1;85;1500.0;295.0;0.0;Apartamento;17.647058823529413
Apartamento;Flamengo;4;3;1;200;15000.0;2452.0;601.0;Apartamento;75.0
Casa de Condomínio;Taquara;6;6;5;722;5000.0;380.0;700.0;Casa;6.925207756232687
Apartamento;Flamengo;2;1;0;65;2200.0;960.0;85.0;Apartamento;33.84615384615385
Apartamento;Copacabana;4;1;4;430;18000.0;3000.0;0.0;Apartamento;41.86046511627907
Apartamento;Recreio dos Bandeirantes;2;2;1;100;1600.0;1034.0;0.0;Apartamento;16.0
Apartamento;Barra da Tijuca;2;1;1;94;2050.0;1523.0;0.0;Apartamento;21.80851063829787
Casa;Inhoaíba;2;1;0;85;1000.0;0.0;0.0;Casa;11.764705882352942
Apartamento;Penha;1;1;0;60;850.0;314.0;0.0;Apartamento;14.166666666666666
Apartamento;Tijuca;2;0;1;70;2500.0;450.0;48.0;Apartamento;35.714285714285715
Casa de Condomínio;Barra da Tijuca;4;3;4;263;7000.0;700.0;518.0;Casa;26.61596958174905
Apartamento;Flamengo;3;0;0;97;3500.0;970.0;158.0;Apartamento;36.08247422680412
Apartamento;Engenho Novo;3;1;0;98;1100.0;800.0;100.0;Apartamento;11.224489795918368
Apartamento;Jardim Botânico;3;4;2;325;13900.0;2600.0;0.0;Apartamento;42.76923076923077
Apartamento;Honório Gurgel;2;0;0;50;700.0;220.0;0.0;Apartamento;14.0
Apartamento;Tijuca;2;0;1;70;1800.0;350.0;95.0;Apartamento;25.714285714285715
Apartamento;Tijuca;2;0;0;75;1300.0;890.0;0.0;Apartamento;17.333333333333332
Apartamento;Tijuca;3;0;0;110;2100.0;820.0;110.0;Apartamento;19.09090909090909
Apartamento;Freguesia (Jacarepaguá);4;2;2;167;3000.0;1075.0;331.0;Apartamento;17.964071856287426
Apartamento;Barra da Tijuca;2;3;2;156;12000.0;4000.0;1015.0;Apartamento;76.92307692307692
Apartamento;Barra da Tijuca;3;1;1;107;3400.0;1180.0;270.0;Apartamento;31.77570093457944
Apartamento;Recreio dos Bandeirantes;2;1;1;72;1500.0;761.0;90.0;Apartamento;20.833333333333332
Apartamento;Vila da Penha;3;1;1;90;1700.0;780.0;0.0;Apartamento;18.88888888888889
Apartamento;Barra da Tijuca;4;3;2;245;7000.0;3500.0;700.0;Apartamento;28.571428571428573
Apartamento;São Conrado;3;3;1;360;8000.0;9500.0;176.0;Apartamento;22.22222222222222
Apartamento;Tijuca;2;1;1;85;2200.0;907.0;138.0;Apartamento;25.88235294117647
Apartamento;Humaitá;3;0;1;100;3400.0;710.0;154.0;Apartamento;34.0
Apartamento;Tijuca;2;1;0;73;2200.0;700.0;0.0;Apartamento;30.136986301369863
Apartamento;Barra da Tijuca;3;2;1;150;6500.0;1250.0;485.0;Apartamento;43.333333333333336
Apartamento;Arpoador;2;1;1;85;4200.0;1160.0;151.0;Apartamento;49.411764705882355
Apartamento;Tijuca;3;2;1;110;2700.0;975.0;171.0;Apartamento;24.545454545454547
Apartamento;Ipanema;3;1;0;120;4600.0;1350.0;278.0;Apartamento;38.333333333333336
Apartamento;Jacarepaguá;2;1;1;65;2500.0;665.0;50.0;Apartamento;38.46153846153846
Apartamento;Ipanema;3;1;1;120;6500.0;1900.0;600.0;Apartamento;54.166666666666664
Apartamento;Tijuca;2;1;0;78;1480.0;500.0;650.0;Apartamento;18.974358974358974
Apartamento;Tijuca;3;1;1;90;2100.0;850.0;125.0;Apartamento;23.333333333333332
Casa de Condomínio;Barra da Tijuca;5;4;2;600;12000.0;800.0;1000.0;Casa;20.0
Apartamento;Leme;2;0;0;75;3300.0;850.0;122.0;Apartamento;44.0
Apartamento;Recreio dos Bandeirantes;2;3;2;127;1600.0;984.0;253.0;Apartamento;12.598425196850394
Apartamento;Vila Isabel;2;1;0;55;2000.0;600.0;60.0;Apartamento;36.36363636363637
Apartamento;Ipanema;3;2;2;190;10800.0;2000.0;6100.0;Apartamento;56.8421052631579
Apartamento;Barra da Tijuca;3;1;1;97;3500.0;1350.0;160.0;Apartamento;36.08247422680412
Apartamento;Barra da Tijuca;2;2;1;106;4000.0;1600.0;600.0;Apartamento;37.735849056603776
Apartamento;Recreio dos Bandeirantes;2;1;2;88;3000.0;1384.0;0.0;Apartamento;34.09090909090909
Apartamento;Ipanema;3;1;1;160;8000.0;1600.0;480.0;Apartamento;50.0
Apartamento;Maracanã;3;1;1;81;1750.0;597.0;89.0;Apartamento;21.604938271604937
Apartamento;Méier;2;1;0;70;1300.0;498.0;38.0;Apartamento;18.571428571428573
Quitinete;Copacabana;1;0;0;32;1600.0;578.0;55.0;Apartamento;50.0
Apartamento;Leblon;3;1;1;150;5000.0;1000.0;450.0;Apartamento;33.333333333333336
Apartamento;São Conrado;5;2;3;401;13000.0;3781.0;689.0;Apartamento;32.418952618453865
Apartamento;Ipanema;2;0;0;70;3500.0;915.0;200.0;Apartamento;50.0
Casa de Condomínio;Barra da Tijuca;5;9;4;679;16000.0;3049.0;2743.0;Casa;23.564064801178205
Apartamento;Copacabana;3;1;1;140;3700.0;1159.0;236.0;Apartamento;26.428571428571427
Apartamento;Leblon;3;2;1;130;7200.0;2128.0;675.0;Apartamento;55.38461538461539
Apartamento;Pechincha;2;1;1;60;1100.0;480.0;180.0;Apartamento;18.333333333333332
Apartamento;Vista Alegre;3;1;0;71;1200.0;140.0;0.0;Apartamento;16.901408450704224
Apartamento;Recreio dos Bandeirantes;3;2;2;135;2500.0;580.0;256.0;Apartamento;18.51851851851852
Apartamento;Ipanema;1;0;0;33;1600.0;564.0;71.0;Apartamento;48.484848484848484
Apartamento;Tijuca;3;1;1;93;2300.0;1089.0;122.0;Apartamento;24.731182795698924
Apartamento;Botafogo;2;1;1;90;3500.0;1394.0;258.0;Apartamento;38.888888888888886
Apartamento;Copacabana;4;1;2;300;7500.0;2200.0;862.0;Apartamento;25.0
Apartamento;Barra da Tijuca;3;2;1;110;8000.0;2700.0;600.0;Apartamento;72.72727272727273
Apartamento;São Francisco Xavier;1;0;0;51;700.0;505.0;0.0;Apartamento;13.72549019607843
Apartamento;Barra da Tijuca;4;4;4;225;8000.0;4400.0;990.0;Apartamento;35.55555555555556
Quitinete;Catete;1;0;0;31;1100.0;434.0;55.0;Apartamento;35.483870967741936
Apartamento;Península;2;1;1;75;2900.0;1300.0;150.0;Apartamento;38.666666666666664
Apartamento;Barra da Tijuca;3;4;3;263;10000.0;2668.0;896.0;Apartamento;38.02281368821293
Apartamento;Campo Grande;2;0;0;53;700.0;300.0;30.0;Apartamento;13.20754716981132
Apartamento;Lagoa;2;2;1;83;2300.0;1450.0;0.0;Apartamento;27.710843373493976
Apartamento;Vila Isabel;3;2;0;142;2500.0;1428.0;0.0;Apartamento;17.6056338028169
Apartamento;Flamengo;2;0;1;98;2600.0;532.0;270.0;Apartamento;26.53061224489796
Apartamento;Ipanema;4;3;1;340;23000.0;4000.0;20000.0;Apartamento;67.6470588235294
Apartamento;Tijuca;2;0;0;96;1800.0;700.0;97.0;Apartamento;18.75
Quitinete;Copacabana;1;0;0;25;1200.0;310.0;0.0;Apartamento;48.0
Apartamento;Irajá;3;2;1;98;1900.0;400.0;0.0;Apartamento;19.387755102040817
Quitinete;Copacabana;1;0;0;35;1600.0;481.0;26.0;Apartamento;45.714285714285715
Apartamento;Cachambi;2;1;0;58;1100.0;350.0;0.0;Apartamento;18.96551724137931
Apartamento;Copacabana;2;0;0;70;1900.0;700.0;151.0;Apartamento;27.142857142857142
Apartamento;Botafogo;2;0;0;90;2000.0;510.0;90.0;Apartamento;22.22222222222222
Apartamento;Barra da Tijuca;3;2;3;120;4000.0;1450.0;0.0;Apartamento;33.333333333333336
Apartamento;Cachambi;2;0;0;54;850.0;360.0;0.0;Apartamento;15.74074074074074
Apartamento;Barra da Tijuca;3;2;1;117;4500.0;990.0;624.0;Apartamento;38.46153846153846
Apartamento;Laranjeiras;3;1;1;155;3300.0;1325.0;0.0;Apartamento;21.29032258064516
Apartamento;Jacarepaguá;2;1;1;82;2300.0;800.0;153.0;Apartamento;28.048780487804876
Apartamento;Copacabana;3;1;0;130;4500.0;1100.0;190.0;Apartamento;34.61538461538461
Quitinete;Flamengo;0;0;0;25;1000.0;430.0;0.0;Apartamento;40.0
Apartamento;Barra da Tijuca;4;0;1;155;5500.0;3000.0;0.0;Apartamento;35.483870967741936
Apartamento;Laranjeiras;4;2;2;150;7000.0;1965.0;455.0;Apartamento;46.666666666666664
Apartamento;Ipanema;3;0;1;100;5000.0;1100.0;245.0;Apartamento;50.0
Apartamento;Itanhangá;2;0;0;53;1100.0;745.0;0.0;Apartamento;20.754716981132077
Apartamento;São Conrado;3;2;1;320;10000.0;1800.0;380.0;Apartamento;31.25
Apartamento;Botafogo;3;0;1;86;3500.0;750.0;0.0;Apartamento;40.69767441860465
Apartamento;Botafogo;3;1;1;105;3600.0;900.0;180.0;Apartamento;34.285714285714285
Apartamento;Recreio dos Bandeirantes;4;3;4;400;10000.0;1480.0;1000.0;Apartamento;25.0
Apartamento;Ipanema;2;1;1;75;5300.0;895.0;208.0;Apartamento;70.66666666666667
Apartamento;Barra da Tijuca;3;2;2;170;4500.0;2048.0;0.0;Apartamento;26.470588235294116
Apartamento;Barra da Tijuca;2;1;1;90;2300.0;1078.0;230.0;Apartamento;25.555555555555557
Apartamento;Gávea;1;0;0;43;2200.0;399.0;51.0;Apartamento;51.16279069767442
Apartamento;Barra da Tijuca;2;1;1;103;3000.0;1750.0;197.0;Apartamento;29.12621359223301
Casa;Lins de Vasconcelos;2;1;0;80;850.0;496.0;12.0;Casa;10.625
Apartamento;Barra da Tijuca;4;3;4;360;11000.0;1300.0;0.0;Apartamento;30.555555555555557
Apartamento;Ipanema;2;0;0;80;5000.0;1050.0;280.0;Apartamento;62.5
Apartamento;Barra da Tijuca;2;1;2;100;3000.0;2900.0;500.0;Apartamento;30.0
Apartamento;Copacabana;1;0;1;40;2000.0;510.0;0.0;Apartamento;50.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;75;1550.0;700.0;48.0;Apartamento;20.666666666666668
Apartamento;Copacabana;2;0;0;107;2700.0;600.0;141.0;Apartamento;25.233644859813083
Apartamento;Tijuca;3;1;0;100;2000.0;550.0;120.0;Apartamento;20.0
Apartamento;Flamengo;1;0;0;44;1600.0;610.0;0.0;Apartamento;36.36363636363637
Apartamento;Recreio dos Bandeirantes;1;1;1;50;1500.0;1035.0;221.0;Apartamento;30.0
Apartamento;Recreio dos Bandeirantes;4;2;2;146;2900.0;1950.0;254.0;Apartamento;19.863013698630137
Apartamento;Leblon;4;2;4;200;9500.0;2700.0;944.0;Apartamento;47.5
Apartamento;Tijuca;3;0;1;100;3000.0;200.0;78.0;Apartamento;30.0
Apartamento;Freguesia (Jacarepaguá);1;1;0;45;1200.0;340.0;16.0;Apartamento;26.666666666666668
Apartamento;Tijuca;2;1;0;88;2000.0;485.0;99.0;Apartamento;22.727272727272727
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2200.0;676.0;131.0;Apartamento;31.428571428571427
Apartamento;Botafogo;4;2;0;622;15000.0;3545.0;1420.0;Apartamento;24.115755627009648
Apartamento;Santa Teresa;2;0;0;66;1600.0;300.0;52.0;Apartamento;24.242424242424242
Casa de Vila;Lins de Vasconcelos;3;1;1;204;2800.0;430.0;68.0;Casa;13.72549019607843
Casa de Condomínio;Barra da Tijuca;4;4;4;400;10000.0;2100.0;1400.0;Casa;25.0
Apartamento;Copacabana;3;0;0;107;3200.0;600.0;150.0;Apartamento;29.906542056074766
Apartamento;Barra da Tijuca;4;2;3;166;6500.0;1893.0;0.0;Apartamento;39.1566265060241
Quitinete;Copacabana;1;0;0;20;1500.0;500.0;0.0;Apartamento;75.0
Casa de Vila;Maracanã;2;0;0;50;2000.0;30.0;25.0;Casa;40.0
Apartamento;Flamengo;2;0;0;71;2400.0;577.0;0.0;Apartamento;33.80281690140845
Apartamento;Barra da Tijuca;4;4;3;347;13500.0;2300.0;0.0;Apartamento;38.90489913544668
Apartamento;Botafogo;4;2;1;330;10500.0;1600.0;708.0;Apartamento;31.818181818181817
Apartamento;Tijuca;1;1;0;60;900.0;556.0;24.0;Apartamento;15.0
Apartamento;Flamengo;4;1;1;290;9500.0;1800.0;0.0;Apartamento;32.758620689655174
Apartamento;Barra da Tijuca;2;2;1;87;3100.0;1550.0;543.0;Apartamento;35.632183908045974
Apartamento;Anil;2;1;0;50;1700.0;470.0;30.0;Apartamento;34.0
Apartamento;Leblon;4;2;1;180;6000.0;1900.0;0.0;Apartamento;33.333333333333336
Apartamento;Copacabana;2;1;0;70;3500.0;920.0;100.0;Apartamento;50.0
Apartamento;Tijuca;2;0;0;60;1800.0;604.0;0.0;Apartamento;30.0
Apartamento;Laranjeiras;2;1;1;120;3850.0;1000.0;0.0;Apartamento;32.083333333333336
Apartamento;Lagoa;3;1;0;115;4500.0;1057.0;297.0;Apartamento;39.130434782608695
Apartamento;Engenho de Dentro;2;0;0;51;900.0;515.0;114.0;Apartamento;17.647058823529413
Apartamento;Leblon;2;2;2;132;6000.0;1400.0;0.0;Apartamento;45.45454545454545
Casa;Barra da Tijuca;4;2;4;250;8000.0;1800.0;360.0;Casa;32.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;76;2200.0;817.0;92.0;Apartamento;28.94736842105263
Apartamento;Copacabana;1;0;0;30;1400.0;450.0;23.0;Apartamento;46.666666666666664
Apartamento;Copacabana;1;0;0;50;2200.0;750.0;0.0;Apartamento;44.0
Apartamento;Ipanema;3;1;1;140;12900.0;1580.0;280.0;Apartamento;92.14285714285714
Apartamento;Leblon;3;1;0;140;5000.0;1800.0;0.0;Apartamento;35.714285714285715
Apartamento;Santíssimo;2;1;0;40;700.0;250.0;0.0;Apartamento;17.5
Apartamento;Botafogo;2;1;1;75;2800.0;987.0;0.0;Apartamento;37.333333333333336
Apartamento;Barra da Tijuca;3;2;3;200;13500.0;3900.0;1500.0;Apartamento;67.5
Apartamento;Tijuca;1;0;0;50;1200.0;330.0;0.0;Apartamento;24.0
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;1500.0;0.0;Apartamento;31.428571428571427
Apartamento;Copacabana;3;1;1;90;3500.0;773.0;136.0;Apartamento;38.888888888888886
Apartamento;Freguesia (Jacarepaguá);2;0;0;46;1000.0;290.0;13.0;Apartamento;21.73913043478261
Casa;Botafogo;8;3;0;418;15000.0;0.0;0.0;Casa;35.88516746411483
Apartamento;Leblon;4;2;2;250;9200.0;3000.0;0.0;Apartamento;36.8
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;280;5000.0;750.0;200.0;Casa;17.857142857142858
Apartamento;Leblon;3;2;2;115;7000.0;1899.0;0.0;Apartamento;60.869565217391305
Apartamento;Maracanã;1;1;0;63;1200.0;590.0;50.0;Apartamento;19.047619047619047
Apartamento;Barra da Tijuca;1;1;1;61;1700.0;2154.0;271.0;Apartamento;27.868852459016395
Apartamento;Recreio dos Bandeirantes;4;3;4;277;5000.0;1200.0;0.0;Apartamento;18.050541516245488
Apartamento;São Conrado;2;0;1;85;2900.0;1135.0;222.0;Apartamento;34.11764705882353
Apartamento;Leblon;3;1;0;100;7000.0;1697.0;246.0;Apartamento;70.0
Apartamento;Vila da Penha;2;0;0;54;700.0;435.0;0.0;Apartamento;12.962962962962964
Apartamento;Barra da Tijuca;3;2;1;110;4000.0;1200.0;200.0;Apartamento;36.36363636363637
Casa de Condomínio;Barra da Tijuca;5;5;5;900;17500.0;2600.0;0.0;Casa;19.444444444444443
Apartamento;Tijuca;2;0;0;70;2100.0;700.0;0.0;Apartamento;30.0
Apartamento;Recreio dos Bandeirantes;2;2;2;75;2050.0;790.0;150.0;Apartamento;27.333333333333332
Apartamento;Flamengo;4;1;3;350;10000.0;2500.0;0.0;Apartamento;28.571428571428573
Apartamento;Ipanema;3;2;1;150;6500.0;1700.0;580.0;Apartamento;43.333333333333336
Casa de Condomínio;Recreio dos Bandeirantes;4;2;3;147;4500.0;1195.0;1000.0;Casa;30.612244897959183
Casa;Campo Grande;2;0;1;80;1100.0;0.0;0.0;Casa;13.75
Apartamento;Barra da Tijuca;3;2;1;138;4500.0;1300.0;350.0;Apartamento;32.608695652173914
Apartamento;Vargem Pequena;2;1;1;60;1300.0;360.0;40.0;Apartamento;21.666666666666668
Quitinete;Centro;1;0;0;30;800.0;250.0;25.0;Apartamento;26.666666666666668
Apartamento;Recreio dos Bandeirantes;2;2;0;105;3500.0;1000.0;0.0;Apartamento;33.333333333333336
Apartamento;Copacabana;4;3;2;200;8000.0;2700.0;600.0;Apartamento;40.0
Apartamento;Botafogo;3;2;1;105;4000.0;1104.0;0.0;Apartamento;38.095238095238095
Apartamento;Copacabana;3;1;0;200;7000.0;1700.0;520.0;Apartamento;35.0
Apartamento;Engenho Novo;2;1;1;176;880.0;900.0;153.0;Apartamento;5.0
Apartamento;Ipanema;3;1;0;87;4445.0;660.0;95.0;Apartamento;51.0919540229885
Apartamento;Barra da Tijuca;3;2;1;132;3200.0;2604.0;464.0;Apartamento;24.242424242424242
Apartamento;Recreio dos Bandeirantes;3;1;1;110;1800.0;750.0;150.0;Apartamento;16.363636363636363
Apartamento;Barra da Tijuca;1;2;0;55;1700.0;1780.0;0.0;Apartamento;30.90909090909091
Apartamento;Cachambi;1;0;0;40;800.0;130.0;14.0;Apartamento;20.0
Apartamento;Ipanema;2;2;2;90;5500.0;1800.0;300.0;Apartamento;61.111111111111114
Apartamento;Barra da Tijuca;4;2;1;140;3000.0;1402.0;0.0;Apartamento;21.428571428571427
Apartamento;Botafogo;2;1;1;75;3800.0;875.0;197.0;Apartamento;50.666666666666664
Apartamento;Barra da Tijuca;4;2;2;146;4900.0;1800.0;3500.0;Apartamento;33.56164383561644
Casa de Condomínio;Barra da Tijuca;4;5;4;500;11800.0;1550.0;1501.0;Casa;23.6
Casa;Gávea;3;2;3;1100;30000.0;0.0;1900.0;Casa;27.272727272727273
Apartamento;Copacabana;3;1;1;110;4500.0;500.0;0.0;Apartamento;40.90909090909091
Apartamento;Barra da Tijuca;4;3;2;290;2500.0;3650.0;771.0;Apartamento;8.620689655172415
Apartamento;Ipanema;3;1;1;263;7500.0;3150.0;697.0;Apartamento;28.517110266159698
Apartamento;Península;2;2;1;72;3500.0;1400.0;150.0;Apartamento;48.611111111111114
Casa de Condomínio;Recreio dos Bandeirantes;3;2;1;165;2000.0;980.0;153.0;Casa;12.121212121212121
Apartamento;Barra da Tijuca;3;2;1;201;4200.0;3563.0;0.0;Apartamento;20.895522388059703
Apartamento;Copacabana;4;1;1;270;8500.0;2477.0;7504.0;Apartamento;31.48148148148148
Quitinete;Copacabana;1;0;0;24;2500.0;570.0;56.0;Apartamento;104.16666666666667
Apartamento;Ipanema;3;1;1;140;6500.0;1500.0;0.0;Apartamento;46.42857142857143
Apartamento;Copacabana;1;0;0;50;1500.0;340.0;76.0;Apartamento;30.0
Apartamento;Recreio dos Bandeirantes;3;2;1;89;1900.0;842.0;160.0;Apartamento;21.348314606741575
Apartamento;Méier;1;0;0;50;1200.0;280.0;20.0;Apartamento;24.0
Apartamento;Maracanã;2;1;0;81;2200.0;700.0;82.0;Apartamento;27.160493827160494
Apartamento;Jardim Botânico;4;4;3;252;16000.0;3581.0;10450.0;Apartamento;63.492063492063494
Apartamento;Barra da Tijuca;4;2;3;160;5000.0;2100.0;3100.0;Apartamento;31.25
Apartamento;Ipanema;3;2;1;120;7000.0;2008.0;423.0;Apartamento;58.333333333333336
Apartamento;Leblon;3;2;1;155;7500.0;1600.0;4000.0;Apartamento;48.38709677419355
Apartamento;Recreio dos Bandeirantes;3;2;2;145;2500.0;920.0;0.0;Apartamento;17.24137931034483
Apartamento;Flamengo;2;2;1;100;3500.0;760.0;172.0;Apartamento;35.0
Apartamento;Pechincha;2;1;0;59;1000.0;400.0;350.0;Apartamento;16.949152542372882
Apartamento;Flamengo;4;1;1;290;9200.0;1800.0;700.0;Apartamento;31.724137931034484
Apartamento;Barra da Tijuca;3;2;1;200;5500.0;1855.0;230.0;Apartamento;27.5
Apartamento;Botafogo;4;2;1;120;4700.0;1726.0;441.0;Apartamento;39.166666666666664
Apartamento;Barra da Tijuca;0;0;0;30;1600.0;988.0;193.0;Apartamento;53.333333333333336
Apartamento;Andaraí;2;1;0;71;1000.0;360.0;25.0;Apartamento;14.084507042253522
Apartamento;Leblon;2;1;1;100;3500.0;1930.0;400.0;Apartamento;35.0
Apartamento;Flamengo;2;1;1;94;2600.0;1823.0;0.0;Apartamento;27.659574468085108
Casa de Vila;Ramos;2;1;0;45;1000.0;70.0;0.0;Casa;22.22222222222222
Apartamento;Copacabana;1;0;0;44;1480.0;470.0;25.0;Apartamento;33.63636363636363
Apartamento;Penha Circular;2;0;1;78;1300.0;450.0;0.0;Apartamento;16.666666666666668
Apartamento;Freguesia (Jacarepaguá);3;2;1;95;2000.0;700.0;110.0;Apartamento;21.05263157894737
Apartamento;Leblon;3;2;1;110;6000.0;1650.0;300.0;Apartamento;54.54545454545455
Apartamento;Barra da Tijuca;2;1;1;65;6870.0;3014.0;390.0;Apartamento;105.6923076923077
Apartamento;Botafogo;3;1;1;108;5100.0;1450.0;276.0;Apartamento;47.22222222222222
Quitinete;Botafogo;0;0;1;30;800.0;320.0;0.0;Apartamento;26.666666666666668
Apartamento;Leblon;2;2;2;150;4500.0;2100.0;0.0;Apartamento;30.0
Apartamento;Barra da Tijuca;4;3;2;156;6500.0;3000.0;1000.0;Apartamento;41.666666666666664
Apartamento;Botafogo;1;0;0;43;2400.0;1076.0;260.0;Apartamento;55.81395348837209
Apartamento;Barra da Tijuca;4;3;2;240;6500.0;3000.0;603.0;Apartamento;27.083333333333332
Apartamento;Leblon;2;1;1;110;5000.0;2535.0;385.0;Apartamento;45.45454545454545
Apartamento;Ipanema;2;1;1;80;3500.0;1100.0;345.0;Apartamento;43.75
Casa de Condomínio;Barra da Tijuca;6;0;5;950;30000.0;1200.0;15000.0;Casa;31.57894736842105
Apartamento;Engenho Novo;2;0;0;50;900.0;250.0;0.0;Apartamento;18.0
Apartamento;Leblon;3;1;1;150;7000.0;2500.0;380.0;Apartamento;46.666666666666664
Apartamento;Copacabana;2;0;0;90;2600.0;757.0;207.0;Apartamento;28.88888888888889
Quitinete;Copacabana;1;0;0;35;1300.0;380.0;68.0;Apartamento;37.142857142857146
Casa;Campo Grande;2;0;1;60;900.0;0.0;0.0;Casa;15.0
