Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Tipo Agregado;Valor m2
Apartamento;Engenho Novo;2;0;0;68;1200.0;310.0;48.0;Apartamento;17.647058823529413
Apartamento;Recreio dos Bandeirantes;3;2;1;110;2200.0;700.0;2000.0;Apartamento;20.0
Apartamento;Gávea;3;1;0;88;3500.0;1682.0;226.0;Apartamento;39.77272727272727
Casa de Condomínio;Barra da Tijuca;6;8;0;924;13000.0;2214.0;1060.0;Casa;14.069264069264069
Apartamento;Lagoa;3;0;1;140;8000.0;1564.0;430.0;Apartamento;57.142857142857146
Apartamento;Barra da Tijuca;2;1;1;65;2500.0;665.0;0.0;Apartamento;38.46153846153846
Apartamento;Copacabana;1;0;0;50;2300.0;610.0;0.0;Apartamento;46.0
Apartamento;Barra da Tijuca;4;3;4;300;4500.0;1980.0;0.0;Apartamento;15.0
Apartamento;Copacabana;2;0;1;140;7800.0;1300.0;198.0;Apartamento;55.714285714285715
Apartamento;Recreio dos Bandeirantes;3;2;1;80;2100.0;800.0;1800.0;Apartamento;26.25
Casa de Vila;Vila Isabel;2;0;0;55;1500.0;30.0;21.0;Casa;27.272727272727273
Apartamento;Maracanã;1;1;1;55;1700.0;566.0;84.0;Apartamento;30.90909090909091
Casa de Condomínio;Barra da Tijuca;4;4;4;850;18009.0;1560.0;0.0;Casa;21.187058823529412
Apartamento;Flamengo;3;0;0;117;2500.0;600.0;200.0;Apartamento;21.367521367521366
Quitinete;Flamengo;1;0;0;20;1400.0;360.0;27.0;Apartamento;70.0
Apartamento;Botafogo;2;1;1;60;2500.0;1500.0;200.0;Apartamento;41.666666666666664
Apartamento;Centro;2;0;0;90;2100.0;570.0;40.0;Apartamento;23.333333333333332
Casa de Condomínio;Joá;6;3;5;300;25000.0;0.0;0.0;Casa;83.33333333333333
Casa;Campo Grande;2;0;0;100;1500.0;0.0;0.0;Casa;15.0
Apartamento;Barra da Tijuca;4;4;4;276;8300.0;1550.0;0.0;Apartamento;30.07246376811594
Apartamento;Centro;2;0;0;56;1800.0;544.0;51.0;Apartamento;32.142857142857146
Casa;Vaz Lobo;1;0;0;30;400.0;0.0;0.0;Casa;13.333333333333334
Apartamento;Laranjeiras;1;0;0;55;2500.0;450.0;0.0;Apartamento;45.45454545454545
Apartamento;Campo Grande;2;1;0;50;780.0;120.0;0.0;Apartamento;15.6
Casa de Condomínio;Barra da Tijuca;8;4;4;986;15000.0;1543.0;2082.0;Casa;15.212981744421906
Apartamento;Leme;2;0;0;85;3800.0;690.0;0.0;Apartamento;44.705882352941174
Apartamento;Tijuca;3;2;1;125;2850.0;970.0;150.0;Apartamento;22.8
Apartamento;Jardim Botânico;3;2;1;111;4100.0;1180.0;292.0;Apartamento;36.93693693693694
Apartamento;Recreio dos Bandeirantes;2;1;1;60;2100.0;1200.0;150.0;Apartamento;35.0
Casa de Vila;Ipanema;3;2;0;130;6000.0;0.0;190.0;Casa;46.15384615384615
Apartamento;Barra da Tijuca;3;2;3;240;5000.0;1620.0;357.0;Apartamento;20.833333333333332
Quitinete;Centro;0;0;0;32;600.0;401.0;25.0;Apartamento;18.75
Apartamento;Bento Ribeiro;2;2;0;69;1500.0;450.0;0.0;Apartamento;21.73913043478261
Apartamento;Recreio dos Bandeirantes;3;2;1;113;2900.0;981.0;27.0;Apartamento;25.663716814159294
Casa de Vila;Engenho de Dentro;1;0;0;50;1000.0;90.0;0.0;Casa;20.0
Apartamento;Copacabana;3;1;1;240;2600.0;944.0;517.0;Apartamento;10.833333333333334
Casa de Condomínio;Barra da Tijuca;4;4;2;360;6500.0;1145.0;889.0;Casa;18.055555555555557
Apartamento;Ipanema;2;0;1;120;5500.0;1800.0;200.0;Apartamento;45.833333333333336
Apartamento;Ipanema;3;1;1;170;6500.0;2554.0;0.0;Apartamento;38.23529411764706
Apartamento;Flamengo;1;0;1;79;2500.0;570.0;1530.0;Apartamento;31.645569620253166
Casa;Vicente de Carvalho;1;0;0;32;500.0;0.0;0.0;Casa;15.625
Apartamento;Vila Isabel;3;0;0;75;1700.0;528.0;74.0;Apartamento;22.666666666666668
Apartamento;Leblon;3;1;2;93;5000.0;1400.0;0.0;Apartamento;53.763440860215056
Apartamento;Barra da Tijuca;1;1;1;45;1300.0;900.0;50.0;Apartamento;28.88888888888889
Apartamento;Vila Isabel;1;2;0;54;1200.0;479.0;48.0;Apartamento;22.22222222222222
Casa de Condomínio;Barra da Tijuca;4;3;4;320;9000.0;500.0;5000.0;Casa;28.125
Casa de Condomínio;Barra da Tijuca;4;3;2;410;8500.0;870.0;8100.0;Casa;20.73170731707317
Apartamento;Barra da Tijuca;2;2;1;111;4500.0;1600.0;300.0;Apartamento;40.54054054054054
Apartamento;Taquara;2;1;0;52;1100.0;672.0;0.0;Apartamento;21.153846153846153
Apartamento;Laranjeiras;2;0;0;80;1650.0;900.0;80.0;Apartamento;20.625
Apartamento;Vila Isabel;2;0;0;69;1400.0;100.0;47.0;Apartamento;20.28985507246377
Apartamento;Ipanema;3;2;1;170;8000.0;2000.0;532.0;Apartamento;47.05882352941177
Apartamento;Vila Isabel;1;1;0;54;1800.0;682.0;49.0;Apartamento;33.333333333333336
Apartamento;Laranjeiras;3;0;0;75;3200.0;652.0;110.0;Apartamento;42.666666666666664
Apartamento;Barra da Tijuca;5;4;5;400;10000.0;1500.0;5000.0;Apartamento;25.0
Apartamento;Leblon;1;0;0;35;2100.0;700.0;120.0;Apartamento;60.0
Apartamento;Tijuca;3;1;1;170;3200.0;1100.0;180.0;Apartamento;18.823529411764707
Casa de Vila;Jardim Botânico;2;0;1;50;3000.0;65.0;118.0;Casa;60.0
Apartamento;Leblon;3;1;0;98;3500.0;1240.0;164.0;Apartamento;35.714285714285715
Casa de Condomínio;Jacarepaguá;3;5;2;250;4000.0;250.0;348.0;Casa;16.0
Apartamento;Leblon;3;2;2;260;28000.0;4500.0;800.0;Apartamento;107.6923076923077
Casa;Barra da Tijuca;5;3;5;615;18000.0;2300.0;0.0;Casa;29.26829268292683
Apartamento;Ipanema;1;0;1;40;3300.0;470.0;102.0;Apartamento;82.5
Apartamento;Recreio dos Bandeirantes;2;2;2;79;1500.0;1002.0;0.0;Apartamento;18.9873417721519
Apartamento;Tijuca;1;1;0;60;1400.0;600.0;92.0;Apartamento;23.333333333333332
Apartamento;Barra da Tijuca;3;2;1;126;5000.0;1800.0;3000.0;Apartamento;39.682539682539684
Apartamento;Barra da Tijuca;4;3;4;233;10000.0;3200.0;0.0;Apartamento;42.918454935622314
Casa;Campo Grande;2;1;0;80;1215.0;0.0;0.0;Casa;15.1875
Apartamento;Leblon;2;1;1;92;4500.0;1500.0;1000.0;Apartamento;48.91304347826087
Apartamento;Ipanema;1;0;0;32;1300.0;645.0;99.0;Apartamento;40.625
Apartamento;Recreio dos Bandeirantes;4;1;4;234;3800.0;1180.0;530.0;Apartamento;16.23931623931624
Casa;Engenho Novo;2;0;0;60;550.0;0.0;0.0;Casa;9.166666666666666
Quitinete;Copacabana;1;0;0;45;1700.0;442.0;57.0;Apartamento;37.77777777777778
Apartamento;Tijuca;1;1;0;40;1250.0;446.0;16.0;Apartamento;31.25
Apartamento;Recreio dos Bandeirantes;2;1;1;107;3500.0;650.0;0.0;Apartamento;32.71028037383178
Apartamento;Barra da Tijuca;4;3;4;266;12000.0;3700.0;692.0;Apartamento;45.11278195488722
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2300.0;775.0;0.0;Apartamento;32.857142857142854
Apartamento;Barra da Tijuca;3;1;1;87;1900.0;1302.0;0.0;Apartamento;21.839080459770116
Apartamento;Botafogo;2;1;2;80;4800.0;1220.0;299.0;Apartamento;60.0
Apartamento;Copacabana;3;1;1;190;8500.0;1300.0;324.0;Apartamento;44.73684210526316
Casa;Vicente de Carvalho;1;0;1;50;1000.0;0.0;0.0;Casa;20.0
Apartamento;Lagoa;4;2;1;200;7000.0;1557.0;0.0;Apartamento;35.0
Apartamento;Barra da Tijuca;3;2;1;140;4500.0;1587.0;357.0;Apartamento;32.142857142857146
Apartamento;Ipanema;3;2;1;170;6300.0;2200.0;387.0;Apartamento;37.05882352941177
Apartamento;Barra da Tijuca;4;4;4;240;17000.0;5000.0;2000.0;Apartamento;70.83333333333333
Casa;Vaz Lobo;2;1;0;90;1500.0;0.0;0.0;Casa;16.666666666666668
Apartamento;Barra da Tijuca;3;1;1;82;2500.0;1230.0;269.0;Apartamento;30.48780487804878
Apartamento;Engenho Novo;2;0;0;60;900.0;400.0;170.0;Apartamento;15.0
Apartamento;Barra da Tijuca;3;2;0;157;6500.0;1960.0;8982.0;Apartamento;41.40127388535032
Apartamento;Portuguesa;3;0;1;106;1800.0;650.0;0.0;Apartamento;16.9811320754717
Apartamento;Barra da Tijuca;4;3;4;237;8500.0;3500.0;400.0;Apartamento;35.86497890295359
Apartamento;Jardim Botânico;2;1;1;79;3000.0;1447.0;225.0;Apartamento;37.9746835443038
Apartamento;Ipanema;1;0;1;55;2790.0;420.0;90.0;Apartamento;50.72727272727273
Apartamento;Campo Grande;2;0;0;55;900.0;350.0;0.0;Apartamento;16.363636363636363
Apartamento;Barra da Tijuca;3;2;1;150;3600.0;1005.0;382.0;Apartamento;24.0
Apartamento;Recreio dos Bandeirantes;3;2;1;104;2200.0;1128.0;196.0;Apartamento;21.153846153846153
Apartamento;Vila da Penha;2;1;0;85;1100.0;300.0;0.0;Apartamento;12.941176470588236
Apartamento;Barra da Tijuca;2;1;0;71;1600.0;1204.0;212.0;Apartamento;22.535211267605632
Apartamento;Pechincha;2;1;0;78;1100.0;570.0;18.0;Apartamento;14.102564102564102
Apartamento;Leme;2;0;1;86;4000.0;777.0;0.0;Apartamento;46.51162790697674
Apartamento;Jacarepaguá;3;1;1;70;1600.0;650.0;120.0;Apartamento;22.857142857142858
Apartamento;Barra da Tijuca;2;2;1;100;5500.0;2200.0;300.0;Apartamento;55.0
Apartamento;Praça da Bandeira;1;0;0;30;800.0;355.0;25.0;Apartamento;26.666666666666668
Apartamento;Ipanema;4;2;2;300;16000.0;2100.0;498.0;Apartamento;53.333333333333336
Apartamento;Recreio dos Bandeirantes;2;1;1;76;1800.0;811.0;120.0;Apartamento;23.68421052631579
Casa;Campo Grande;2;1;0;80;1290.0;0.0;0.0;Casa;16.125
Apartamento;Leblon;3;1;1;150;6700.0;1900.0;3500.0;Apartamento;44.666666666666664
Apartamento;Urca;3;1;1;120;4300.0;2478.0;343.0;Apartamento;35.833333333333336
Apartamento;Santa Teresa;3;1;0;148;2600.0;1430.0;0.0;Apartamento;17.56756756756757
Apartamento;Leblon;3;3;2;240;20000.0;3890.0;890.0;Apartamento;83.33333333333333
Apartamento;Barra da Tijuca;4;2;2;115;3900.0;129880.0;358.0;Apartamento;33.91304347826087
Apartamento;Barra da Tijuca;2;1;1;82;2100.0;1350.0;1100.0;Apartamento;25.609756097560975
Apartamento;Lagoa;2;1;0;72;3400.0;1430.0;230.0;Apartamento;47.22222222222222
Apartamento;Copacabana;3;1;1;200;4792.0;2800.0;208.0;Apartamento;23.96
Apartamento;Copacabana;2;0;0;79;3000.0;933.0;142.0;Apartamento;37.9746835443038
Apartamento;Barra da Tijuca;3;2;1;77;1700.0;1200.0;2031.0;Apartamento;22.07792207792208
Apartamento;Jacarepaguá;3;1;2;73;1700.0;650.0;61.0;Apartamento;23.28767123287671
Apartamento;Copacabana;3;1;1;110;8000.0;1100.0;390.0;Apartamento;72.72727272727273
Apartamento;Leblon;2;1;1;93;5000.0;1400.0;2500.0;Apartamento;53.763440860215056
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;241;4000.0;900.0;0.0;Casa;16.597510373443985
Apartamento;Anil;2;1;0;56;1200.0;348.0;12.0;Apartamento;21.428571428571427
Apartamento;Jardim Botânico;2;2;1;83;3500.0;1630.0;254.0;Apartamento;42.16867469879518
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1000.0;575.0;65.0;Apartamento;16.666666666666668
Apartamento;Méier;2;1;0;78;1300.0;390.0;33.0;Apartamento;16.666666666666668
Apartamento;Recreio dos Bandeirantes;4;2;3;122;2300.0;1330.0;257.0;Apartamento;18.852459016393443
Apartamento;Tijuca;2;1;0;76;2100.0;1033.0;124.0;Apartamento;27.63157894736842
Apartamento;Pechincha;1;0;0;60;1100.0;347.0;55.0;Apartamento;18.333333333333332
Apartamento;Barra da Tijuca;1;1;0;60;2100.0;3079.0;0.0;Apartamento;35.0
Apartamento;Ipanema;5;1;3;426;25000.0;3200.0;441.0;Apartamento;58.68544600938967
Apartamento;Barra da Tijuca;3;1;1;96;3000.0;1230.0;100.0;Apartamento;31.25
Apartamento;Barra da Tijuca;4;3;4;266;15000.0;3700.0;6920.0;Apartamento;56.390977443609025
Apartamento;Cachambi;2;1;0;65;800.0;410.0;0.0;Apartamento;12.307692307692308
Apartamento;Flamengo;2;0;0;80;3000.0;785.0;141.0;Apartamento;37.5
Apartamento;Ipanema;4;0;2;398;30000.0;6000.0;0.0;Apartamento;75.37688442211055
Apartamento;Grajaú;3;1;1;122;2250.0;1045.0;0.0;Apartamento;18.442622950819672
Apartamento;Lagoa;3;2;1;247;7000.0;1500.0;6438.0;Apartamento;28.34008097165992
Apartamento;Jacarepaguá;2;1;0;41;1100.0;550.0;0.0;Apartamento;26.829268292682926
Casa de Condomínio;Barra da Tijuca;4;3;2;260;8000.0;900.0;530.0;Casa;30.76923076923077
Apartamento;Leme;1;0;0;50;2100.0;425.0;26.0;Apartamento;42.0
Apartamento;Cachambi;2;1;0;59;1300.0;655.0;36.0;Apartamento;22.033898305084747
Apartamento;Barra da Tijuca;4;2;2;160;3900.0;2200.0;600.0;Apartamento;24.375
Apartamento;Barra da Tijuca;3;2;1;108;4500.0;1764.0;6874.0;Apartamento;41.666666666666664
Apartamento;Ipanema;3;3;2;270;18000.0;2640.0;833.0;Apartamento;66.66666666666667
Apartamento;Santa Teresa;1;0;1;55;2490.0;520.0;95.0;Apartamento;45.27272727272727
Casa de Condomínio;Barra da Tijuca;4;0;1;265;12000.0;870.0;5232.0;Casa;45.283018867924525
Apartamento;São Conrado;2;1;1;100;2300.0;1050.0;170.0;Apartamento;23.0
Quitinete;Centro;1;0;0;18;950.0;397.0;24.0;Apartamento;52.77777777777778
Apartamento;Barra da Tijuca;1;1;1;90;2350.0;1300.0;273.0;Apartamento;26.11111111111111
Quitinete;Botafogo;1;0;1;21;1600.0;375.0;242.0;Apartamento;76.19047619047619
Apartamento;Laranjeiras;1;0;0;49;1800.0;392.0;25.0;Apartamento;36.734693877551024
Apartamento;Leme;3;1;0;103;3000.0;1080.0;222.0;Apartamento;29.12621359223301
Apartamento;Cachambi;1;0;0;40;800.0;150.0;0.0;Apartamento;20.0
Apartamento;Estácio;2;0;0;63;1200.0;624.0;0.0;Apartamento;19.047619047619047
Casa de Vila;Engenho Novo;2;0;0;61;1000.0;0.0;0.0;Casa;16.39344262295082
Apartamento;Barra da Tijuca;2;2;2;75;4500.0;1930.0;0.0;Apartamento;60.0
Apartamento;Copacabana;2;2;0;106;3200.0;900.0;150.0;Apartamento;30.18867924528302
Apartamento;Botafogo;1;0;0;35;1300.0;439.0;23.0;Apartamento;37.142857142857146
Apartamento;São Francisco Xavier;2;1;0;55;1300.0;439.0;14.0;Apartamento;23.636363636363637
Apartamento;Ipanema;3;1;1;140;8500.0;2250.0;513.0;Apartamento;60.714285714285715
Apartamento;Pechincha;2;1;0;50;1100.0;575.0;36.0;Apartamento;22.0
Apartamento;Jardim Botânico;3;1;1;200;5900.0;1100.0;450.0;Apartamento;29.5
Quitinete;Botafogo;1;0;0;18;1200.0;456.0;25.0;Apartamento;66.66666666666667
Apartamento;Tijuca;4;2;1;125;2950.0;1530.0;197.0;Apartamento;23.6
Quitinete;Grajaú;1;0;0;40;900.0;250.0;10.0;Apartamento;22.5
Apartamento;Tijuca;3;1;1;120;1800.0;1188.0;170.0;Apartamento;15.0
Apartamento;Barra da Tijuca;4;3;2;263;10000.0;2589.0;62.0;Apartamento;38.02281368821293
Apartamento;Realengo;2;1;0;52;700.0;390.0;0.0;Apartamento;13.461538461538462
Apartamento;Cachambi;2;0;0;75;900.0;200.0;0.0;Apartamento;12.0
Apartamento;Ipanema;5;2;2;290;17000.0;1908.0;773.0;Apartamento;58.62068965517241
Apartamento;Olaria;2;0;0;55;750.0;90.0;0.0;Apartamento;13.636363636363637
Apartamento;Recreio dos Bandeirantes;2;1;1;108;1600.0;708.0;0.0;Apartamento;14.814814814814815
Apartamento;Barra da Tijuca;3;2;1;107;3500.0;1850.0;340.0;Apartamento;32.71028037383178
Quitinete;Centro;1;0;0;25;1750.0;0.0;0.0;Apartamento;70.0
Apartamento;Recreio dos Bandeirantes;2;2;1;82;1990.0;700.0;184.0;Apartamento;24.26829268292683
Apartamento;Recreio dos Bandeirantes;2;1;1;75;2000.0;676.0;131.0;Apartamento;26.666666666666668
Apartamento;Recreio dos Bandeirantes;4;2;2;153;2000.0;1414.0;352.0;Apartamento;13.071895424836601
Casa de Condomínio;Taquara;4;4;2;680;4500.0;400.0;300.0;Casa;6.617647058823529
Apartamento;Ipanema;5;1;4;354;25000.0;4419.0;2200.0;Apartamento;70.62146892655367
Apartamento;Barra da Tijuca;3;1;0;72;2200.0;600.0;0.0;Apartamento;30.555555555555557
Apartamento;Grajaú;1;0;1;50;1500.0;20.0;50.0;Apartamento;30.0
Apartamento;Barra da Tijuca;1;0;0;65;2800.0;903.0;0.0;Apartamento;43.07692307692308
Apartamento;Copacabana;3;1;1;180;5000.0;2800.0;339.0;Apartamento;27.77777777777778
Apartamento;Barra da Tijuca;2;1;2;94;2200.0;950.0;240.0;Apartamento;23.404255319148938
Apartamento;Freguesia (Jacarepaguá);3;2;2;120;1800.0;1107.0;190.0;Apartamento;15.0
Apartamento;Grajaú;3;1;1;85;1450.0;407.0;0.0;Apartamento;17.058823529411764
Apartamento;Taquara;3;1;0;55;900.0;330.0;15.0;Apartamento;16.363636363636363
Apartamento;Vila Valqueire;2;0;0;60;800.0;330.0;14.0;Apartamento;13.333333333333334
Apartamento;Tijuca;2;0;0;60;1200.0;350.0;0.0;Apartamento;20.0
Apartamento;Recreio dos Bandeirantes;2;1;1;97;1800.0;1100.0;140.0;Apartamento;18.556701030927837
Apartamento;Méier;2;1;0;65;1200.0;465.0;0.0;Apartamento;18.46153846153846
Apartamento;Ipanema;4;2;2;240;16000.0;3718.0;1476.0;Apartamento;66.66666666666667
Apartamento;Tomás Coelho;2;1;0;50;650.0;228.0;0.0;Apartamento;13.0
Apartamento;Glória;1;0;0;30;1100.0;361.0;24.0;Apartamento;36.666666666666664
Apartamento;Ipanema;3;1;2;135;7000.0;1300.0;493.0;Apartamento;51.851851851851855
Quitinete;Flamengo;1;0;0;22;1400.0;480.0;53.0;Apartamento;63.63636363636363
Apartamento;Flamengo;2;1;2;87;5000.0;1400.0;435.0;Apartamento;57.47126436781609
Apartamento;Centro;2;0;0;60;1500.0;500.0;130.0;Apartamento;25.0
Apartamento;Recreio dos Bandeirantes;3;2;3;167;3000.0;1150.0;354.0;Apartamento;17.964071856287426
Apartamento;Barra da Tijuca;3;2;1;113;2800.0;1550.0;180.0;Apartamento;24.778761061946902
Casa de Condomínio;Anil;3;1;1;405;4200.0;700.0;388.0;Casa;10.37037037037037
Apartamento;Jardim Botânico;2;1;0;70;3000.0;1283.0;193.0;Apartamento;42.857142857142854
Apartamento;Botafogo;2;1;1;79;4350.0;1100.0;244.0;Apartamento;55.063291139240505
Apartamento;Laranjeiras;4;1;2;170;5200.0;1100.0;280.0;Apartamento;30.58823529411765
Apartamento;Ilha do Governador;2;1;0;48;1100.0;395.0;24.0;Apartamento;22.916666666666668
Quitinete;Glória;1;0;0;35;1100.0;495.0;0.0;Apartamento;31.428571428571427
Apartamento;Leme;3;1;1;197;7500.0;1970.0;0.0;Apartamento;38.07106598984772
Apartamento;Copacabana;4;0;0;160;5500.0;1700.0;230.0;Apartamento;34.375
Casa de Condomínio;Barra da Tijuca;4;3;4;600;15000.0;2200.0;1000.0;Casa;25.0
Apartamento;Laranjeiras;3;1;1;127;2500.0;962.0;0.0;Apartamento;19.68503937007874
Apartamento;São Conrado;2;2;1;96;3500.0;1000.0;200.0;Apartamento;36.458333333333336
Apartamento;Tijuca;3;0;0;90;1800.0;873.0;75.0;Apartamento;20.0
Quitinete;Estácio;1;0;0;18;600.0;150.0;25.0;Apartamento;33.333333333333336
Apartamento;Barra da Tijuca;1;1;0;58;1700.0;1100.0;0.0;Apartamento;29.310344827586206
Apartamento;Maracanã;2;0;0;60;950.0;620.0;20.0;Apartamento;15.833333333333334
Casa;Inhoaíba;1;0;0;50;600.0;0.0;0.0;Casa;12.0
Apartamento;Barra da Tijuca;3;2;1;130;5500.0;1750.0;410.0;Apartamento;42.30769230769231
Apartamento;Copacabana;4;1;1;274;8000.0;1746.0;7077.0;Apartamento;29.197080291970803
Apartamento;Ipanema;3;3;2;200;16000.0;3100.0;694.0;Apartamento;80.0
Apartamento;Copacabana;1;0;0;42;1400.0;650.0;50.0;Apartamento;33.333333333333336
Apartamento;Copacabana;2;1;1;115;4500.0;1150.0;284.0;Apartamento;39.130434782608695
Apartamento;Laranjeiras;3;1;1;143;4800.0;1600.0;213.0;Apartamento;33.56643356643357
Apartamento;Lapa;1;0;0;45;1500.0;500.0;180.0;Apartamento;33.333333333333336
Apartamento;Guadalupe;2;1;0;40;600.0;293.0;53.0;Apartamento;15.0
Apartamento;Barra da Tijuca;3;2;3;145;3700.0;1800.0;350.0;Apartamento;25.517241379310345
Apartamento;Leblon;4;2;4;304;12500.0;2710.0;1154.0;Apartamento;41.11842105263158
Apartamento;Recreio dos Bandeirantes;3;2;2;180;3000.0;1109.0;439.0;Apartamento;16.666666666666668
Apartamento;Tijuca;4;2;1;188;2000.0;2000.0;309.0;Apartamento;10.638297872340425
Apartamento;São Conrado;3;3;1;240;5200.0;3400.0;0.0;Apartamento;21.666666666666668
Apartamento;Barra da Tijuca;1;1;0;65;3000.0;1603.0;0.0;Apartamento;46.15384615384615
Apartamento;Leblon;3;0;3;130;13500.0;2266.0;600.0;Apartamento;103.84615384615384
Casa de Condomínio;Barra da Tijuca;5;4;4;622;10000.0;1390.0;1514.0;Casa;16.077170418006432
Apartamento;Barra da Tijuca;4;3;2;215;13700.0;3580.0;540.0;Apartamento;63.72093023255814
Apartamento;Copacabana;3;1;1;130;6000.0;1000.0;0.0;Apartamento;46.15384615384615
Apartamento;Laranjeiras;3;1;1;130;4200.0;1600.0;241.0;Apartamento;32.30769230769231
Apartamento;Ipanema;2;2;1;130;16500.0;1530.0;900.0;Apartamento;126.92307692307692
Apartamento;Humaitá;2;1;0;75;3000.0;950.0;0.0;Apartamento;40.0
Apartamento;Flamengo;3;1;0;165;5500.0;1550.0;350.0;Apartamento;33.333333333333336
Apartamento;Lagoa;3;3;3;227;14000.0;3675.0;0.0;Apartamento;61.67400881057269
Apartamento;Barra da Tijuca;4;3;4;290;15000.0;3200.0;620.0;Apartamento;51.724137931034484
Apartamento;Barra da Tijuca;4;2;1;130;3300.0;2185.0;300.0;Apartamento;25.384615384615383
Apartamento;Centro;1;0;0;40;1500.0;400.0;24.0;Apartamento;37.5
Apartamento;Jardim Botânico;3;0;0;67;2500.0;686.0;0.0;Apartamento;37.3134328358209
Apartamento;Barra da Tijuca;2;1;1;100;3000.0;800.0;0.0;Apartamento;30.0
Casa de Condomínio;Recreio dos Bandeirantes;4;4;2;240;4200.0;1500.0;360.0;Casa;17.5
Apartamento;Ipanema;3;1;1;120;7000.0;1800.0;370.0;Apartamento;58.333333333333336
Apartamento;Méier;2;0;0;46;800.0;507.0;13.0;Apartamento;17.391304347826086
Apartamento;Ipanema;4;2;2;220;15000.0;1900.0;508.0;Apartamento;68.18181818181819
Apartamento;Ipanema;2;1;0;180;14000.0;2500.0;1000.0;Apartamento;77.77777777777777
Apartamento;Rio Comprido;1;1;0;40;1200.0;352.0;340.0;Apartamento;30.0
Apartamento;Tijuca;2;1;0;112;1800.0;335.0;134.0;Apartamento;16.071428571428573
Apartamento;Copacabana;3;1;1;140;5000.0;1450.0;0.0;Apartamento;35.714285714285715
Apartamento;Copacabana;1;0;1;35;1800.0;560.0;68.0;Apartamento;51.42857142857143
Apartamento;Gávea;2;0;1;146;4000.0;617.0;0.0;Apartamento;27.397260273972602
Apartamento;Barra da Tijuca;4;2;0;145;3500.0;2366.0;470.0;Apartamento;24.137931034482758
Apartamento;Leblon;2;1;0;68;3500.0;1000.0;130.0;Apartamento;51.470588235294116
Apartamento;Lagoa;3;3;3;265;19000.0;3800.0;1416.0;Apartamento;71.69811320754717
Apartamento;Leblon;3;2;1;170;8000.0;2000.0;450.0;Apartamento;47.05882352941177
Apartamento;Ramos;2;1;0;54;1100.0;230.0;0.0;Apartamento;20.37037037037037
Apartamento;Jardim Botânico;2;0;0;50;2100.0;812.0;0.0;Apartamento;42.0
Quitinete;Copacabana;1;0;0;30;1000.0;488.0;54.0;Apartamento;33.333333333333336
Apartamento;São Conrado;1;2;1;105;6500.0;2014.0;629.0;Apartamento;61.904761904761905
Casa;Barra da Tijuca;5;5;0;341;8200.0;0.0;794.0;Casa;24.04692082111437
Apartamento;Recreio dos Bandeirantes;3;2;2;140;3000.0;1480.0;190.0;Apartamento;21.428571428571427
Apartamento;Botafogo;3;1;0;109;3000.0;1094.0;174.0;Apartamento;27.522935779816514
Apartamento;Botafogo;1;0;0;37;1500.0;400.0;53.0;Apartamento;40.54054054054054
Apartamento;Vila Isabel;2;1;0;65;1800.0;750.0;0.0;Apartamento;27.692307692307693
Apartamento;Jacarepaguá;2;0;1;73;1000.0;543.0;58.0;Apartamento;13.698630136986301
Apartamento;Tanque;3;2;2;91;1200.0;525.0;106.0;Apartamento;13.186813186813186
Apartamento;Olaria;2;1;0;74;900.0;605.0;0.0;Apartamento;12.162162162162161
Casa de Vila;Padre Miguel;2;0;0;50;870.0;0.0;2.0;Casa;17.4
Apartamento;Barra da Tijuca;3;2;1;100;2200.0;1600.0;350.0;Apartamento;22.0
Apartamento;Flamengo;4;1;0;250;5300.0;2200.0;701.0;Apartamento;21.2
Apartamento;Campo Grande;2;1;0;47;600.0;330.0;0.0;Apartamento;12.76595744680851
Casa de Condomínio;Taquara;4;4;4;300;5000.0;690.0;0.0;Casa;16.666666666666668
Apartamento;Maracanã;2;0;0;64;1300.0;460.0;0.0;Apartamento;20.3125
Apartamento;Ipanema;3;1;1;127;7000.0;1048.0;294.0;Apartamento;55.118110236220474
Apartamento;Recreio dos Bandeirantes;3;1;1;75;3200.0;1000.0;110.0;Apartamento;42.666666666666664
Apartamento;Jardim Botânico;3;1;1;105;3800.0;1015.0;238.0;Apartamento;36.19047619047619
Casa de Condomínio;Taquara;4;3;4;320;5000.0;690.0;0.0;Casa;15.625
Apartamento;Recreio dos Bandeirantes;3;3;3;120;3000.0;778.0;298.0;Apartamento;25.0
Apartamento;Ipanema;2;2;1;130;16500.0;1500.0;900.0;Apartamento;126.92307692307692
Apartamento;Copacabana;2;0;0;80;2000.0;800.0;150.0;Apartamento;25.0
Apartamento;Barra da Tijuca;3;2;1;140;3000.0;2300.0;421.0;Apartamento;21.428571428571427
Apartamento;Barra da Tijuca;3;2;3;120;5300.0;2500.0;783.0;Apartamento;44.166666666666664
Apartamento;Leblon;3;1;2;110;13700.0;1275.0;290.0;Apartamento;124.54545454545455
Apartamento;Recreio dos Bandeirantes;2;1;0;94;1500.0;1045.0;0.0;Apartamento;15.957446808510639
Apartamento;Leblon;4;3;4;305;28000.0;5300.0;200.0;Apartamento;91.80327868852459
Apartamento;Barra da Tijuca;4;0;2;153;3515.0;2100.0;2500.0;Apartamento;22.973856209150327
